name,price,original_price,image_url,description,category,brand,predicted_style
立體毛毛造型澎袖薄外套 兩色售,430,NT. 790,https://photo.queenshop.com.tw/02071608/02071608-01.jpg,立體毛毛造型澎袖薄外套選用舒適柔軟的親膚面料立體毛毛造型 增添整體立體感澎袖設計 細節滿滿內搭短版上衣 展現日常休閒LOOK!,上衣,QueenShop,"['日系', '休閒']"
素面多色設計棉質長襪 十色售,80,NT. 79,https://photo.queenshop.com.tw/07110509/07110509-01.jpg,Made in Korea素面多色設計棉質長襪 素面百搭多色款式任君挑選伸縮彈性極佳的棉料材質多次清洗也不易鬆脫隨意搭配洋裝就能穿出戶外好品味～,配件,QueenShop,"['日系', '休閒']"
質感鏤空圓領造型針織連袖背心 四色售,200,NT. 490,https://photo.queenshop.com.tw/01013304/01013304-01.jpg,質感鏤空圓領造型針織連袖背心細緻針線線圈交錯勾勒質感滿滿圓領剪裁修飾臉部曲線鏤空針織設計春夏季穿著非常舒爽內搭平口小可愛就好看也可以搭配洋裝增添整體層次感！,上衣,QueenShop,"['日系', '優雅']"
V領鏤空格紋針織背心 兩色售,220,NT. 490,https://photo.queenshop.com.tw/01013431/01013431-02.jpg,V領鏤空格紋針織背心 選用舒適柔軟的針織面料V領設計 增添隨性優雅氣息格紋造型 細節滿滿內搭高領上衣 展現冬日休閒感,上衣,QueenShop,"['優雅', '休閒']"
純色圓領彈性短袖T 四色售,170,NT. 250,https://photo.queenshop.com.tw/01037879/01037879-01.jpg,Made in Korea純色圓領彈性短袖T彈性極佳伸展無障礙舒適透氣的面料不悶熱鮮豔飽和的色系適合夏日女孩展現青春活潑的朝氣,上衣,QueenShop,"['韓系', '休閒']"
剪接漸層透膚短版長袖上衣 兩色售,110,NT. 590,https://photo.queenshop.com.tw/01098958/01098958-02.jpg,剪接漸層透膚短版長袖上衣 選用輕薄透氣棉質面料短版剪裁 修飾身型比例渲染漸層設計 造型感十足簡單搭配褲裝 打造簡約時髦感穿搭!,上衣,QueenShop,"['簡約', '時髦']"
微透膚坑條針織長袖排釦上衣 三色售,170,NT. 590,https://photo.queenshop.com.tw/02011188/02011188-01.jpg,微透膚坑條針織長袖排釦上衣 選用舒適柔軟的針織面料微透膚坑條造型 時髦感升級排釦設計 輕鬆變化穿搭內搭短版上衣 營造層次感時尚,上衣,QueenShop,"['日系', '簡約']"
異材質拼接口袋寬版上衣 兩色售 1/2,300,NT. 580,https://photo.queenshop.com.tw/01039917/01039917-27.jpg,異材質拼接口袋寬版上衣選用透氣柔軟的舒適面料寬版版型 合適任何身形異材質拼接口袋 特殊又別致搭配褲裝 展現個性凹豆穿搭~,上衣,QueenShop,"['街頭', '休閒']"
大U美背造型附罩杯背心 兩色售,150,NT. 190,https://photo.queenshop.com.tw/01041566/01041566-01.jpg,大U美背造型附罩杯背心夏季必備細肩背心內附罩杯方便舒適好穿著美背大U造型性感清爽輕鬆穿出夏日清涼LOOK,上衣,QueenShop,"['性感', '休閒']"
綁帶荷葉肩帶造型西裝短洋裝 兩色售,350,NT. 690,https://photo.queenshop.com.tw/01086650/01086650-01.jpg,綁帶荷葉肩帶造型西裝短洋裝 選用舒適柔軟的西裝面料貼心內裡布料設計型行走不怕走光荷葉肩帶剪裁修飾手臂肩線簡單內搭平口就可以出門也可以搭配素T增加穿搭層次感！,連身,QueenShop,"['優雅', '華麗']"
綁帶直紋排釦傘擺長袖上衣 兩色售,170,NT. 490,https://photo.queenshop.com.tw/01098800/01098800-06.jpg,綁帶直紋排釦傘擺長袖上衣選用透氣舒適純棉面料下擺傘擺設計 日系可愛感十足蝴蝶結綁帶 增添穿搭小亮點簡單搭配就能輕鬆打造日系甜美穿搭!,上衣,QueenShop,"['日系', '甜美']"
精緻鏤空緹花造型兩面穿上衣 五色售,400,NT. 790,https://photo.queenshop.com.tw/02011136/02011136-01.jpg,精緻鏤空緹花造型兩面穿上衣選用柔軟舒適的針織衣料鏤空造型增添整體設計感前後兩穿多種搭配方式簡單單穿平口就好看也可以內加洋裝增添層次感！,上衣,QueenShop,"['甜美', '優雅']"
肩抓皺設計細肩傘擺長洋裝 三色售,420,NT. 590,https://photo.queenshop.com.tw/01087037/01087037-01.jpg,肩抓皺設計細肩傘擺長洋裝選用柔軟棉質面料素面設計 基礎百搭肩抓皺小巧思 增添整體造型感簡單單穿就能輕鬆出門!,連身,QueenShop,"['日系', '簡約']"
清新抽皺綁帶設計格紋上衣 三色售,150,NT. 290,https://photo.queenshop.com.tw/01097629/01097629-04.jpg,清新抽皺綁帶設計格紋上衣100%純棉面料舒適好穿清新小格紋配色穿出夏季清涼自在感抽皺後綁帶造型增添整體設計感簡單搭配褲裝裙裝 展現日常日系LOOK !,上衣,QueenShop,"['日系', '休閒']"
不對稱造型口袋腰帶短褲 四色售 1/2/3/4,200,NT. 680,https://photo.queenshop.com.tw/04130261/04130261-07.jpg,不對稱造型口袋腰帶短褲選用舒適有挺度的親膚面料兩側不對稱造型口袋 有趣又特殊腰帶與鬆緊腰頭設計 不限身型簡單搭配寬版上衣 穿出夏日戶外Look!,下身,QueenShop,"['戶外', '休閒']"
蕾絲鏤空緹花綁帶荷葉短洋裝 兩色售,300,NT. 790,https://photo.queenshop.com.tw/01087018/01087018-01.jpg,蕾絲鏤空緹花綁帶荷葉短洋裝選用柔軟親膚純棉面料前蝴蝶結綁帶設計 增添穿搭小亮點下擺荷葉裙擺 更顯整體甜美造型簡單單穿 內加透膚上衣都時髦百搭!,連身,QueenShop,"['甜美', '優雅']"
側抽皺造型皺皺圓領寬版背心 三色售,110,NT. 390,https://photo.queenshop.com.tw/01098366/01098366-01.jpg,側抽皺造型皺皺圓領寬版背心選用舒適柔軟的親膚面料皺皺布料增添整體造型感獨特側抽皺設計質感滿滿簡單單穿就好看有型也可以內加洋裝增添整體層次感！,上衣,QueenShop,"['簡約', '休閒']"
蕾絲緹花設計短版透膚排釦罩衫 兩色售,100,NT. 590,https://photo.queenshop.com.tw/01099004/01099004-01.jpg,蕾絲緹花設計短版透膚排釦罩衫選用輕薄柔軟面料蕾絲緹花透膚設計 增添穿搭質感短版剪裁 修飾身型比例可當上衣也可當外搭罩衫 日系感十足,上衣,QueenShop,"['日系', '優雅']"
肩抽皺綁帶小花透紗罩衫背心 兩色售,100,NT. 490,https://photo.queenshop.com.tw/01099050/01099050-01.jpg,肩抽皺綁帶小花透紗罩衫背心選用輕盈飄逸的透紗布料肩抽皺綁帶設計 為穿搭增加立體感小花緹花造型 隨著紗的擺動小花圍繞在周圍內搭短洋裝 展現甜美可愛Look~,上衣,QueenShop,"['日系', '甜美']"
側撞色拼接交叉綁帶長褲 兩色售,320,NT. 590,https://photo.queenshop.com.tw/04101928/04101928-01.jpg,側撞色拼接交叉綁帶長褲選用輕盈舒適的刷刷布料全鬆緊腰頭與寬鬆版型 合適任何身形側撞色拼接和交叉綁帶 為整體造型增添亮點搭配合身短版上衣 展現率性甜辣穿搭~,下身,QueenShop,"['街頭', '甜美']"
基本抽鬚設計合身五分褲 兩色售 S/M/L,350,NT. 490,https://photo.queenshop.com.tw/04130221/04130221-01.jpg,基本抽鬚設計合身五分褲微彈斜紋布面料舒適好穿褲腳抽鬚設計休閒率性後腰鬆緊穿脫方便合身五分褲搭配寬鬆上衣就很好看!,下身,QueenShop,"['休閒', '街頭']"
鏤空洞洞網布短版上衣 四色售,210,NT. 590,https://photo.queenshop.com.tw/01098438/01098438-01.jpg,鏤空洞洞網布短版上衣選用親膚網布面料 短版剪裁 修飾身型比例鏤空洞洞設計 層次穿搭必備單品簡單疊穿也能穿出清爽有型穿搭,上衣,QueenShop,"['韓系', '性感']"
緹花織紋綁帶設計洋裝 兩色售,550,NT. 590,https://photo.queenshop.com.tw/01086403/01086403-11.jpg,緹花織紋綁帶設計洋裝舒適彈性面料內裡親膚好穿網狀緹花織紋紋理細節質感綁帶式肩帶可自行調整造型單穿或內加短T都很好看!,連身,QueenShop,"['甜美', '優雅']"
澎袖下擺傘擺造型圓領短洋裝 兩色售,420,NT. 690,https://photo.queenshop.com.tw/01086987/01086987-02.jpg,澎袖下擺傘擺造型圓領短洋裝選用舒適柔軟的親膚面料傘狀裙擺設計 增添自然垂墜澎澎袖剪裁造型 營造優雅份量感搭配運動鞋 展現活力感穿搭,連身,QueenShop,"['優雅', '休閒']"
附綁帶渲染造型細肩短版背心 兩色售,170,NT. 390,https://photo.queenshop.com.tw/01098791/01098791-01.jpg,附綁帶渲染造型細肩短版背心選用輕膚棉質面料彈性設計 身型包容度高附圍脖綁帶 增添穿搭造型感可單穿可疊穿 實穿又百搭!,上衣,QueenShop,"['街頭', '休閒']"
基本素面牛仔A字短裙 S/M/L,300,NT. 490,https://photo.queenshop.com.tw/03010842/03010842-99.jpg,基本素面牛仔A字短裙選用有挺度又好穿好搭的牛仔面料A字版型 修飾臀部與大腿線條小開衩設計 方便活動又有型上身搭配合身背心 展現夏日甜辣風~,下身,QueenShop,"['日系', '休閒']"
抽繩抓皺造型透膚蕾絲上衣 兩色售,110,NT. 490,https://photo.queenshop.com.tw/01098837/01098837-01.jpg,抽繩抓皺造型透膚蕾絲上衣選用舒適柔軟的親膚面料抽繩可自由調整皺摺與層次細緻的蕾絲織紋結合透膚設計搭配平口 展現俏皮或小性感的不同樣貌,上衣,QueenShop,"['甜美', '性感']"
細肩綁帶傘擺細褶短洋裝 三色售,320,NT. 590,https://photo.queenshop.com.tw/01098878/01098878-01.jpg,細肩綁帶傘擺細褶短洋裝選用親膚柔軟面料肩綁帶設計 調節便利又有型附有貼心內裡 單穿好安心簡單穿上就能時髦又可愛,連身,QueenShop,"['日系', '甜美']"
針織造型細肩短版背心罩衫 四色售,110,NT. 490,https://photo.queenshop.com.tw/01098951/01098951-01.jpg,針織造型細肩短版背心罩衫選用舒適柔軟的針織面料細肩帶剪裁造型 增添優雅又率性氣息短版設計 巧妙拉長身型比例內搭短袖上衣 展現日常休閒感!,上衣,QueenShop,"['優雅', '休閒']"
質感素面透膚半筒襪 五色售,50,NT. 150,https://photo.queenshop.com.tw/07110543/07110543-01.jpg,Made in Korea質感素面透膚半筒襪韓國選品系列選用舒適親膚的柔軟面料素面透膚螺紋設計不怕鬆脫半筒長度非常修飾腿部線條輕薄好收納 簡單搭配就好看有型！,配件,QueenShop,"['韓系', '簡約']"
微透膚排釦彈性兩件式上衣 兩色售,100,NT. 490,https://photo.queenshop.com.tw/01140073/01140073-01.jpg,微透膚排釦彈性兩件式上衣選用透氣柔軟的彈性布料愛心排釦設計 質感中又透出甜美氣息微透膚造型 若隱若現增添層次度下身搭配裙裝 展現氣質優雅穿搭~,上衣,QueenShop,"['甜美', '優雅']"
古巴領拼接印花寬版襯衫 1/2,250,NT. 780,https://photo.queenshop.com.tw/01025335/01025335-99.jpg,古巴領拼接印花寬版襯衫選用透氣柔軟的舒適面料古巴領設計 修飾臉部線條各式印花拼接 讓造型更豐富開釦內搭T恤 穿出個性俏皮Look~,上衣,QueenShop,"['日系', '休閒']"
ENCOURAGE繡字造型寬版上衣 三色售,300,NT. 490,https://photo.queenshop.com.tw/01039872/01039872-12.jpg,ENCOURAGE繡字造型寬版上衣選用舒適親膚的純棉面料寬版版型 合適任何身型ENCOURAGE繡字造型 質感滿滿又有型簡單搭配褲裝或裙裝 穿出休閒日常Look!,上衣,QueenShop,"['休閒', '簡約']"
花邊細肩透膚綁帶罩衫 四色售,100,NT. 490,https://photo.queenshop.com.tw/01098060/01098060-01.jpg,花邊細肩透膚綁帶罩衫選用舒適親膚的網紗面料花邊設計 浪漫可愛透膚材質 若隱若現增加層次綁帶細節 增添造型變化搭配高領與長裙 穿出漂亮氣質Look!,上衣,QueenShop,"['甜美', '優雅']"
雙口袋立領短版風衣外套 兩色售,300,NT. 590,https://photo.queenshop.com.tw/02071370/02071370-01.jpg,雙口袋立領短版風衣外套滑順挺版風衣面料落肩短版版型俐落率性雙口袋大空間方便實用下擺抽繩設計可自由調整一年四季防風防曬的實穿外套!,上衣,QueenShop,"['工裝', '休閒']"
前打褶設計寬版牛仔五分褲,550,NT. 590,https://photo.queenshop.com.tw/04120087/04120087-99.jpg,前打褶設計寬版牛仔五分褲選用親膚挺版的年仔面料前後多口袋設計方便又實用鬆緊腰頭穿脫自在舒適簡單搭配素色上衣或花色上衣輕鬆展現初春的休閒時尚LOOK！,下身,QueenShop,"['休閒', '工裝']"
透膚皺皺雙口袋造型短版襯衫 四色售,150,NT. 490,https://photo.queenshop.com.tw/01025248/01025248-01.jpg,透膚皺皺雙口袋造型短版襯衫輕飄滑順的親膚材質 穿出最舒適質感立體襯衫領型極度修飾臉部線條皺皺面料增添整體設計感簡單內加背心或是洋裝都好看！,上衣,QueenShop,"['甜美', '簡約']"
素面側綁帶抽皺設計寬版襯衫 兩色售,260,NT. 590,https://photo.queenshop.com.tw/01025422/01025422-02.jpg,素面側綁帶抽皺設計寬版襯衫選用柔軟透氣純棉面料側邊抽皺設計 造型感十足寬版剪裁 合適所有身型簡單搭配裙裝 日系簡約感穿搭LOOK!,上衣,QueenShop,"['日系', '簡約']"
側綁帶素面開衩棉質長裙 兩色售,320,NT. 590,https://photo.queenshop.com.tw/03021588/03021588-01.jpg,側綁帶素面開衩棉質長裙選用輕盈柔軟的透氣純棉布料側抽繩綁帶 可自由調整腰圍又有型後開衩設計 兼具外型與活動性上身搭配圖T 展現休閒日常Look~,下身,QueenShop,"['休閒', '簡約']"
橫紋鏤空後開衩長版罩衫背心 兩色售,220,NT. 590,https://photo.queenshop.com.tw/01098989/01098989-01.jpg,橫紋鏤空後開衩長版罩衫背心選用透氣舒適的輕盈布料後背大開衩設計 兼具外型與活動方便性橫紋鏤空造型 為穿搭的層次度加分內搭T恤與長褲 展現休閒日常Look~,上衣,QueenShop,"['休閒', '簡約']"
蕾絲排釦袖口木耳邊背心,110,NT. 490,https://photo.queenshop.com.tw/01099026/01099026-99.jpg,蕾絲排釦袖口木耳邊背心選用100%的純棉面料袖口木耳邊設計 細節滿滿蕾絲排釦造型 增添整體日系氛圍感搭配直筒裙 展現休閒LOOK!,上衣,QueenShop,"['日系', '休閒']"
簡約圓領假兩件造型設計上衣 三色售,150,NT. 490,https://photo.queenshop.com.tw/01140044/01140044-01.jpg,簡約圓領假兩件造型設計上衣選用舒適柔軟的人造親膚假兩件造型增添整體設計感圓領版型修飾臉部曲線簡單單穿就好看有型輕鬆穿出質感個性LOOK！,上衣,QueenShop,"['簡約', '休閒']"
前中出芽設計素面寬棉褲 三色售,500,NT. 590,https://photo.queenshop.com.tw/04020556/04020556-01.jpg,前中出芽設計素面寬棉褲選用舒適柔軟的纖維布料全鬆緊腰頭穿脫自在方便前中出芽設計增添整體造型簡單搭配T恤就好看有型！,下身,QueenShop,"['日系', '休閒']"
柏心聯名 刺繡小花削肩透紗短洋裝-黑  S/M,270,NT. 1180,https://photo.queenshop.com.tw/01086999/01086999-01.jpg,柏心聯名 刺繡小花削肩透紗短洋裝選用舒適柔軟的親膚面料削肩設計 優雅展露鎖骨線條小花刺繡造型 整體增添細節美感搭配長靴 展現充滿浪漫與俏皮的氣息,連身,QueenShop,"['優雅', '甜美']"
鬆緊荷葉邊造型肩綁帶背心上衣 三色售,80,NT. 390,https://photo.queenshop.com.tw/01099007/01099007-01.jpg,鬆緊荷葉邊造型肩綁帶背心上衣選用柔軟純棉面料彈性設計 合適所有身型肩綁帶造型 增添穿搭小亮點內加透膚單品 打造日感層次穿搭!,上衣,QueenShop,"['日系', '甜美']"
側大口袋造型抽繩設計牛仔工裝褲 S/M,500,NT. 790,https://photo.queenshop.com.tw/04011712/04011712-99.jpg,側大口袋造型抽繩設計牛仔工裝褲選用舒適柔軟的純棉布料厚磅牛仔材質好整理不易皺高腰版型拉長腿部比例側大口袋造型方便又實用牛仔版型工裝褲 增添整體率性感！,下身,QueenShop,"['工裝', '街頭']"
洗水綁帶大口袋工裝長褲,630,NT. 890,https://photo.queenshop.com.tw/04101930/04101930-99.jpg,洗水綁帶大口袋工裝長褲選用舒適有挺度的斜紋棉布料側邊綁帶大口袋設計 兼具造型與實用性褲管打褶與剪接線造型 充滿設計小巧思上身搭配短版上衣 展現休閒率性穿搭~,下身,QueenShop,"['工裝', '休閒']"
素面剪接荷葉邊背心洋裝 兩色售,320,NT. 590,https://photo.queenshop.com.tw/01087012/01087012-05.jpg,素面剪接荷葉邊背心洋裝選用柔軟棉質面料剪接荷葉邊設計增添穿搭小亮點!可單穿也可當內搭的百搭設計是春夏必備的日系感洋裝!,連身,QueenShop,['日系']
簡約不對稱造型素面坑條背心 五色售,200,NT. 290,https://photo.queenshop.com.tw/01098151/01098151-01.jpg,簡約不對稱造型素面坑條背心選用舒適柔軟的棉質衣料彈性極佳穿脫自在方便不對稱造型增添整體設計感簡單外加外罩就好看有型！,上衣,QueenShop,['簡約']
質感酒瓶領側抽皺合身上衣-白,150,NT. 390,https://photo.queenshop.com.tw/01098685/01098685-03.jpg,質感酒瓶領側抽皺合身上衣選用舒適有彈性的親膚面料酒瓶領設計 增添優雅高貴氣質側抽皺細節 為整體增添層次感經典色系百搭不退流行 都好穿好看!,上衣,QueenShop,"['優雅', '簡約']"
鏤空蕾絲V領細肩罩衫背心 兩色售,170,NT. 490,https://photo.queenshop.com.tw/01098946/01098946-01.jpg,鏤空蕾絲V領細肩罩衫背心選用針織緹花面料可調式肩帶 自由調整舒適長度百搭必備的經典罩衫單品內加襯衫或高領都日系感十足!,上衣,QueenShop,"['日系', '甜美']"
牛仔點點造型細肩短洋裝,110,NT. 490,https://photo.queenshop.com.tw/03060322/03060322-99.jpg,牛仔點點造型細肩短洋裝選用100%的純棉面料點點造型 俏皮休閒感滿滿直筒版型 散發滿滿青春氣息單穿就好看有型!,連身,QueenShop,"['休閒', '甜美']"
抽繩撞色腰頭西裝長褲 兩色售,470,NT. 590,https://photo.queenshop.com.tw/04101940/04101940-01.jpg,抽繩撞色腰頭西裝長褲選用滑順透氣的舒適布料全鬆緊抽繩腰頭 合適任何身形撞色拼接設計 看起來更有層次感簡單搭配合身短版上衣 展現休閒率性Look!,下身,QueenShop,"['休閒', '都會']"
柏心聯名-蕾絲網紗緹花細肩長洋裝-杏 S/M,250,NT. 1280,https://photo.queenshop.com.tw/01087009/01087009-12.jpg,柏心聯名-蕾絲網紗緹花細肩長洋裝選用高級感蕾絲網紗面料雙層設計 輕鬆打造層次感穿搭細緻蕾絲緹花 增添浪漫氣息長版連身洋設計 視覺上拉長比例任意搭配都春季感十足,連身,QueenShop,"['優雅', '甜美']"
細坑條挖洞剪裁削肩背心 五色售,150,NT. 290,https://photo.queenshop.com.tw/01098364/01098364-01.jpg,細坑條挖洞剪裁削肩背心選用舒適柔軟的純棉面料合身版型非常修飾上身身型夾圈挖洞設計增添整體造型感簡單單穿就好看時尚也可以外加罩衫增添整體層次感！,上衣,QueenShop,"['韓系', '簡約']"
抽皺綁帶澎袖兩件式上衣 四色售,250,NT. 390,https://photo.queenshop.com.tw/01140041/01140041-01.jpg,抽皺綁帶澎袖兩件式上衣選用舒適柔軟有彈性的面料兩件式設計 可自由選擇穿搭澎袖造型 修飾手部線條下身搭配裙裝 穿出甜美氣質風~,上衣,QueenShop,['甜美']
袖抽繩綁帶透膚設計上衣 三色售,240,NT. 590,https://photo.queenshop.com.tw/01098032/01098032-03.jpg,袖抽繩綁帶透膚設計上衣選用舒適柔軟的滑順面料袖抽繩綁帶設計 可以自由做造型變化微透膚造型 增添整體層次度搭配裙裝或褲裝都設計感滿滿!,上衣,QueenShop,"['日系', '甜美']"
質感背鏤空彈性合身上衣 三色售,150,NT. 390,https://photo.queenshop.com.tw/01098302/01098302-01.jpg,質感背鏤空彈性合身上衣選用100%純棉面料 柔軟又透氣彈性合身設計 穿起來舒適又顯身材背鏤空造型 小露美背小露性感搭配工裝裙 展現率性個性Look~,上衣,QueenShop,"['性感', '工裝']"
質感光澤透膚寬版襯衫 三色售,120,NT. 590,https://photo.queenshop.com.tw/01025402/01025402-02.jpg,質感光澤透膚寬版襯衫選用透氣輕盈的透膚面料貝殼光澤鈕扣細節滿滿光澤設計 讓你隨著光線閃閃發亮搭配褲裝裙裝都質感時尚!,上衣,QueenShop,"['優雅', '華麗']"
質感混紗設計剪接削肩背心-咖,120,NT. 390,https://photo.queenshop.com.tw/01041893/01041893-14.jpg,質感混紗設計剪接削肩背心選用質感混紗針織面料剪接設計 增添穿搭小亮點削肩剪裁 修飾手臂線條簡單搭配褲裝 打造率性休閒穿搭,上衣,QueenShop,"['簡約', '休閒']"
側荷葉裝飾光澤西裝長褲 S/M,420,NT. 690,https://photo.queenshop.com.tw/04101936/04101936-99.jpg,側荷葉裝飾光澤西裝長褲選用柔軟滑順的混紡布料微光澤設計 讓衣服看起來更有質感側荷葉裝飾 為整體穿搭增添立體度簡單搭配素面襯衫就時髦又精緻!,下身,QueenShop,"['優雅', '正裝']"
素面馬卡龍坑條中高筒襪 六色售,50,NT. 150,https://photo.queenshop.com.tw/07110546/07110546-01.jpg,Made in Korea素面馬卡龍坑條中高筒襪選用柔軟舒適的純棉面料中高筒版型 修飾腿部線條簡約素面 百搭又實穿搭配涼鞋或球鞋 展現質感甜美穿搭!,配件,QueenShop,"['韓系', '甜美']"
花蕾絲鏤空口袋寬版襯衫 兩色售,300,NT. 590,https://photo.queenshop.com.tw/01025267/01025267-01.jpg,花蕾絲鏤空口袋寬版襯衫選用柔軟透氣的100%純棉面料花蕾絲鏤空造型 增添夏日度假氣息單口袋設計 兼具實用與外型下身搭配褲裝 展現休閒清爽Look~,上衣,QueenShop,"['休閒', '甜美']"
柏心聯名-鏤空荷葉邊綁帶針織罩衫-紅,170,NT. 790,https://photo.queenshop.com.tw/02011193/02011193-04.jpg,柏心聯名-鏤空荷葉邊綁帶針織罩衫選用柔軟細緻針織面料袖口荷葉邊設計 打造穿搭小亮點短版剪裁 修飾身型比例前綁帶設計 造型變化更多樣又甜美 任意搭配都浪漫感十足,上衣,QueenShop,"['日系', '甜美']"
緹花綁帶短版連袖罩衫 兩色售,150,NT. 590,https://photo.queenshop.com.tw/02071590/02071590-01.jpg,緹花綁帶短版連袖罩衫選用柔軟舒適的透膚面料短版版型 修飾身形比例緹花設計 增添造型立體度搭配T恤或襯衫都日系層次感滿滿~,上衣,QueenShop,"['日系', '簡約']"
壓線造型休閒牛仔短裙 三色售 S/M/L,300,NT. 590,https://photo.queenshop.com.tw/03010847/03010847-05.jpg,壓線造型休閒牛仔短裙選用柔軟舒適的人造布料厚磅材質質感滿滿高腰版型拉長整體比例A字剪裁修飾腿部肉肉簡單搭配T恤就率性可愛！,下身,QueenShop,"['休閒', '甜美']"
小花刺繡造型設計漁夫帽 兩色售,80,NT. 490,https://photo.queenshop.com.tw/07020839/07020839-01.jpg,Made in Korea小花刺繡造型設計漁夫帽舒適透氣棉麻面料小花刺繡造型增添氣質感搭配洋裝單品做點綴展現氣質文青女孩氛圍~,配件,QueenShop,"['日系', '韓系']"
P/D幽靈 三隻抱貓幽靈印圖短袖上衣,280,NT. 590,https://photo.queenshop.com.tw/01190266/01190266-99.jpg,P/D幽靈 三隻抱貓幽靈印圖短袖上衣選用柔軟純棉面料 抱貓咪插圖增添整體小亮點!繽紛色系 夏日感十足!簡單搭配輕鬆創造清爽色系穿搭!,上衣,QueenShop,"['休閒', '簡約']"
雙抽繩蝴蝶結造型百褶短裙 兩色售 S/M/L,200,NT. 590,https://photo.queenshop.com.tw/03010851/03010851-01.jpg,雙抽繩蝴蝶結造型百褶短裙選用舒適柔軟的纖維布料貼心內裡設計行走方便不怕走光高腰版型拉長腿部比例前抽繩雙蝴蝶結造型增添整體設計感簡單搭配短版上衣就好看個性！,下身,QueenShop,"['甜美', '韓系']"
質感撞色滾邊中山領透膚襯衫,150,NT. 590,https://photo.queenshop.com.tw/01025252/01025252-99.jpg,質感撞色滾邊中山領透膚襯衫選用輕柔舒適的網紗面料透膚設計 若隱若現增添層次度撞色滾邊造型 質感與設計感滿滿簡單搭配褲裝就質感有個性!,上衣,QueenShop,"['日系', '簡約']"
水洗仿舊英文刺繡造型衛衣,620,NT. 790,https://photo.queenshop.com.tw/01110978/01110978-99.jpg,水洗仿舊英文刺繡造型衛衣選用100%的純棉面料水洗仿舊設計 細節滿滿英文刺繡造型 增添整體設計感內加襯衫 展現休閒LOOK!,上衣,QueenShop,"['街頭', '休閒']"
簡約抽繩設計波光粼粼長寬褲 五色售,500,NT. 490,https://photo.queenshop.com.tw/04110531/04110531-01.jpg,簡約抽繩設計波光粼粼長寬褲選用舒適柔軟的親膚面料全鬆緊腰頭穿脫自在方便波光粼粼面料讓整體質感滿滿皺皺造型增添下身設計感簡單搭配穿出時尚個性LOOK！,下身,QueenShop,"['簡約', '休閒']"
基本原色車線A字牛仔短褲 S/M/L,300,NT. 590,https://photo.queenshop.com.tw/04120090/04120090-99.jpg,基本原色車線A字牛仔短褲選用挺感牛仔面料立體有型深藍原色搭配黃色車線經典好看A字短褲版型修飾大腿線條搭配短T長襪球鞋輕鬆休閒又隨性~,下身,QueenShop,"['休閒', '韓系']"
百褶設計綁帶吊帶洋裝,770,NT. 890,https://photo.queenshop.com.tw/01086909/01086909-99.jpg,百褶設計綁帶吊帶洋裝選用帶有厚度不易皺的舒適面料綁帶肩帶設計 可自由調整長度與綁法A字版型 藏住肉肉更顯身形纖細內搭緹花高領 展現日系文青氣息!,連身,QueenShop,"['日系', '優雅']"
荷葉蛋糕透膚罩衫背心 四色售,90,NT. 590,https://photo.queenshop.com.tw/01098494/01098494-01.jpg,荷葉蛋糕透膚罩衫背心選用輕盈柔軟的網紗面料短版版型 修飾身形比例蛋糕設計 層次與立體度滿滿簡單搭配展現可愛甜美穿搭 !,上衣,QueenShop,"['甜美', '日系']"
蕾絲剪接開衩細肩長罩衫洋裝,260,NT. 590,https://photo.queenshop.com.tw/01099035/01099035-99.jpg,蕾絲剪接開衩細肩長罩衫洋裝選用柔軟透氣純棉面料蕾絲吊帶設計 打造穿搭亮點下擺開衩造型 展現下身小巧思蕾絲剪接更有穿搭造型感!,連身,QueenShop,"['甜美', '優雅']"
洗舊刷色設計直筒長褲 S/M,550,NT. 690,https://photo.queenshop.com.tw/04101876/04101876-99.jpg,洗舊刷色設計直筒長褲選用親膚舒適的100%純棉布料直筒版型 修飾雙腿線條更筆直洗舊刷色設計 增添整體率性氣息上身搭配圖T 展現休閒俏皮穿搭!,下身,QueenShop,"['休閒', '街頭']"
半門襟領片造型鏤空針織上衣-黑,120,NT. 490,https://photo.queenshop.com.tw/01013441/01013441-01.jpg,半門襟領片造型鏤空針織上衣選用舒適柔軟的針織面料洞洞鏤空設計 增添整體層次感短版版型 修飾身型比例搭配西裝褲 展現成熟優雅氣息,上衣,QueenShop,"['優雅', '性感']"
休閒素面造型棉質短褲 四色售,200,NT. 490,https://photo.queenshop.com.tw/04130258/04130258-01.jpg,休閒素面造型棉質短褲 選用舒適親膚的純棉衣料全鬆緊腰頭穿脫方便又時尚寬鬆版型修飾腿部線條簡單搭配就好看時尚！,下身,QueenShop,"['休閒', '簡約']"
透膚荷葉邊傘襬細肩長外罩 四色售,200,NT. 690,https://photo.queenshop.com.tw/01086585/01086585-01.jpg,透膚荷葉邊傘襬細肩長外罩選用親膚柔軟的網紗面料傘擺造型修飾下半身線條荷葉邊剪接與後綁帶細節 質感滿滿透膚設計 若隱若現提高整體層次感隨興搭配 穿出日系多層次穿搭~,連身,QueenShop,"['日系', '甜美']"
